Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1
SRR16004552,AMPLICON,294,73773128,PRJNA765031,SAMN21541322,SARS-CoV-2: wastewater surveillance,29369060,LABORATOIRE NATIONAL DE SANTE,2020-12-14,public,"sra,activ_sars2_vcf,run.zq,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRX12292326,Luxembourg,Europe,Luxembourg: WILTZ,Illumina MiniSeq,wastewater,WIL38-2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-11-03T00:00:00Z,2021-09-22T08:26:00Z,1,WIL38-2,SRP338175,NA,24,raw wastewater,composite,NA,SARS-CoV-2
SRR16004553,AMPLICON,290,139840235,PRJNA765031,SAMN21541321,SARS-CoV-2: wastewater surveillance,54455782,LABORATOIRE NATIONAL DE SANTE,2020-12-13,public,"sra,activ_sars2_vcf,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRX12292325,Luxembourg,Europe,Luxembourg: WILTZ,Illumina MiniSeq,wastewater,WIL38-1,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-11-03T00:00:00Z,2021-09-22T08:27:00Z,1,WIL38-1,SRP338175,NA,24,raw wastewater,composite,NA,SARS-CoV-2
SRR16004554,AMPLICON,289,179773133,PRJNA765031,SAMN21541320,SARS-CoV-2: wastewater surveillance,70496152,LABORATOIRE NATIONAL DE SANTE,2020-11-09,public,"sra,activ_sars2_vcf,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX12292324,Luxembourg,Europe,Luxembourg: WILTZ,Illumina MiniSeq,wastewater,WIL36-1,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-11-03T00:00:00Z,2021-09-22T08:27:00Z,1,WIL36-1,SRP338175,NA,24,raw wastewater,composite,NA,SARS-CoV-2
SRR16004555,AMPLICON,285,161757382,PRJNA765031,SAMN21541319,SARS-CoV-2: wastewater surveillance,62761626,LABORATOIRE NATIONAL DE SANTE,2020-11-15,public,"sra,activ_sars2_vcf,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public,gs.US",SRX12292323,Luxembourg,Europe,Luxembourg: WILTZ,Illumina MiniSeq,wastewater,WIL34-1,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-11-03T00:00:00Z,2021-09-22T08:27:00Z,1,WIL34-1,SRP338175,NA,24,raw wastewater,composite,NA,SARS-CoV-2
SRR16004556,AMPLICON,295,52820766,PRJNA765031,SAMN21541318,SARS-CoV-2: wastewater surveillance,18079062,LABORATOIRE NATIONAL DE SANTE,2020-11-08,public,"fastq,run.zq,sra,activ_sars2_vcf","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX12292322,Luxembourg,Europe,Luxembourg: WILTZ,Illumina MiniSeq,wastewater,WIL33,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-11-03T00:00:00Z,2021-09-22T08:26:00Z,1,WIL33,SRP338175,NA,24,raw wastewater,composite,NA,SARS-CoV-2
SRR16004557,AMPLICON,297,12825143,PRJNA765031,SAMN21541315,SARS-CoV-2: wastewater surveillance,7505255,LABORATOIRE NATIONAL DE SANTE,2021-01-07,public,"sra,fastq,activ_sars2_vcf,run.zq","ncbi,s3,gs","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX12292321,Luxembourg,Europe,Luxembourg: TROISVIERGES,Illumina MiniSeq,wastewater,VIE41-2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-11-03T00:00:00Z,2021-09-22T08:26:00Z,1,VIE41-2,SRP338175,NA,24,raw wastewater,composite,NA,SARS-CoV-2
SRR16004558,AMPLICON,293,87757398,PRJNA765031,SAMN21541314,SARS-CoV-2: wastewater surveillance,35167912,LABORATOIRE NATIONAL DE SANTE,2020-12-13,public,"activ_sars2_vcf,fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX12292320,Luxembourg,Europe,Luxembourg: TROISVIERGES,Illumina MiniSeq,wastewater,VIE38-1,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-11-03T00:00:00Z,2021-09-22T08:26:00Z,1,VIE38-1,SRP338175,NA,24,raw wastewater,composite,NA,SARS-CoV-2
SRR16004559,AMPLICON,289,53679980,PRJNA765031,SAMN21541185,SARS-CoV-2: wastewater surveillance,21427703,LABORATOIRE NATIONAL DE SANTE,2020-11-26,public,"sra,run.zq,fastq,activ_sars2_vcf","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRX12292319,Luxembourg,Europe,Luxembourg: BEGGEN,Illumina MiniSeq,wastewater,BEG35-3,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-11-03T00:00:00Z,2021-09-22T08:26:00Z,1,BEG35-3,SRP338175,NA,24,raw wastewater,composite,NA,SARS-CoV-2
SRR16004560,AMPLICON,292,20081185,PRJNA765031,SAMN21541313,SARS-CoV-2: wastewater surveillance,8042827,LABORATOIRE NATIONAL DE SANTE,2020-12-06,public,"run.zq,activ_sars2_vcf,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX12292318,Luxembourg,Europe,Luxembourg: TROISVIERGES,Illumina MiniSeq,wastewater,VIE37-1,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-11-03T00:00:00Z,2021-09-22T08:27:00Z,1,VIE37-1,SRP338175,NA,24,raw wastewater,composite,NA,SARS-CoV-2
SRR16004561,AMPLICON,291,80436119,PRJNA765031,SAMN21541312,SARS-CoV-2: wastewater surveillance,31772969,LABORATOIRE NATIONAL DE SANTE,2020-11-22,public,"run.zq,sra,fastq,activ_sars2_vcf","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRX12292317,Luxembourg,Europe,Luxembourg: TROISVIERGES,Illumina MiniSeq,wastewater,VIE35-1,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-11-03T00:00:00Z,2021-09-22T08:26:00Z,1,VIE35-1,SRP338175,NA,24,raw wastewater,composite,NA,SARS-CoV-2
