Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1
SRR32063050,AMPLICON,273,110329629,PRJNA1212683,SAMN46305069,SARS-CoV-2: wastewater surveillance,58936836,LUXEMBOURG INSTITUTE OF SCIENCE AND TECHNOLOGY (LIST),2022-05-19T00:00:00Z,public,"fastq,sra,run.zq,activ_sars2_vcf","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX27412086,Luxembourg,Europe,Luxembourg: Petange,Illumina MiniSeq,wastewater,PET111-2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-01-21T00:00:00Z,2025-01-21T12:07:00Z,1,PET111-2,SRP558729,NA,24,raw wastewater,composite,no,SARS-CoV-2
SRR32063051,AMPLICON,267,59093549,PRJNA1212683,SAMN46305070,SARS-CoV-2: wastewater surveillance,34858247,LUXEMBOURG INSTITUTE OF SCIENCE AND TECHNOLOGY (LIST),2022-05-26T00:00:00Z,public,"activ_sars2_vcf,sra,run.zq,fastq","s3,gs,ncbi","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX27412085,Luxembourg,Europe,Luxembourg: Schifflange,Illumina MiniSeq,wastewater,SCH112-2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-01-21T00:00:00Z,2025-01-21T12:07:00Z,1,SCH112-2,SRP558729,NA,24,raw wastewater,composite,no,SARS-CoV-2
SRR32063052,AMPLICON,280,49399222,PRJNA1212683,SAMN46305071,SARS-CoV-2: wastewater surveillance,26872017,LUXEMBOURG INSTITUTE OF SCIENCE AND TECHNOLOGY (LIST),2022-05-26T00:00:00Z,public,"sra,run.zq,fastq,activ_sars2_vcf","s3,gs,ncbi","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX27412084,Luxembourg,Europe,Luxembourg: Petange,Illumina MiniSeq,wastewater,PET112-2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-01-21T00:00:00Z,2025-01-21T12:07:00Z,1,PET112-2,SRP558729,NA,24,raw wastewater,composite,no,SARS-CoV-2
SRR32063053,AMPLICON,261,516980704,PRJNA1212683,SAMN46305106,SARS-CoV-2: wastewater surveillance,191539087,LUXEMBOURG INSTITUTE OF SCIENCE AND TECHNOLOGY (LIST),2022-08-16T00:00:00Z,public,"run.zq,fastq,activ_sars2_vcf,sra","gs,s3,ncbi","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX27412083,Luxembourg,Europe,Luxembourg: Beggen,Illumina MiniSeq,wastewater,BEG124,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-01-21T00:00:00Z,2025-01-21T12:07:00Z,1,BEG124,SRP558729,NA,24,raw wastewater,composite,no,SARS-CoV-2
SRR32063054,AMPLICON,273,82955743,PRJNA1212683,SAMN46305074,SARS-CoV-2: wastewater surveillance,47255976,LUXEMBOURG INSTITUTE OF SCIENCE AND TECHNOLOGY (LIST),2022-06-01T00:00:00Z,public,"fastq,sra,activ_sars2_vcf,run.zq","s3,gs,ncbi","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX27412082,Luxembourg,Europe,Luxembourg: Beggen,Illumina MiniSeq,wastewater,BEG113-2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-01-21T00:00:00Z,2025-01-21T12:07:00Z,1,BEG113-2,SRP558729,NA,24,raw wastewater,composite,no,SARS-CoV-2
SRR32063055,AMPLICON,286,105131900,PRJNA1212683,SAMN46305075,SARS-CoV-2: wastewater surveillance,60450442,LUXEMBOURG INSTITUTE OF SCIENCE AND TECHNOLOGY (LIST),2022-06-09T00:00:00Z,public,"run.zq,fastq,sra,activ_sars2_vcf","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX27412081,Luxembourg,Europe,Luxembourg: Schifflange,Illumina MiniSeq,wastewater,SCH114-2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-01-21T00:00:00Z,2025-01-21T12:07:00Z,1,SCH114-2,SRP558729,NA,24,raw wastewater,composite,no,SARS-CoV-2
SRR32063056,AMPLICON,278,145433720,PRJNA1212683,SAMN46305076,SARS-CoV-2: wastewater surveillance,76796648,LUXEMBOURG INSTITUTE OF SCIENCE AND TECHNOLOGY (LIST),2022-06-09T00:00:00Z,public,"sra,activ_sars2_vcf,run.zq,fastq","s3,ncbi,gs","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX27412080,Luxembourg,Europe,Luxembourg: Petange,Illumina MiniSeq,wastewater,PET114-2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-01-21T00:00:00Z,2025-01-21T12:07:00Z,1,PET114-2,SRP558729,NA,24,raw wastewater,composite,no,SARS-CoV-2
SRR32063057,AMPLICON,285,202235244,PRJNA1212683,SAMN46305079,SARS-CoV-2: wastewater surveillance,108610101,LUXEMBOURG INSTITUTE OF SCIENCE AND TECHNOLOGY (LIST),2022-06-13T00:00:00Z,public,"fastq,run.zq,sra,activ_sars2_vcf","s3,ncbi,gs","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX27412079,Luxembourg,Europe,Luxembourg: Beggen,Illumina MiniSeq,wastewater,BEG115-1,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-01-21T00:00:00Z,2025-01-21T12:07:00Z,1,BEG115-1,SRP558729,NA,24,raw wastewater,composite,no,SARS-CoV-2
SRR32063058,AMPLICON,285,163728341,PRJNA1212683,SAMN46305080,SARS-CoV-2: wastewater surveillance,88418737,LUXEMBOURG INSTITUTE OF SCIENCE AND TECHNOLOGY (LIST),2022-06-19T00:00:00Z,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX27412078,Luxembourg,Europe,Luxembourg: Schifflange,Illumina MiniSeq,wastewater,SCH116-1,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-01-21T00:00:00Z,2025-01-21T12:07:00Z,1,SCH116-1,SRP558729,NA,24,raw wastewater,composite,no,SARS-CoV-2
SRR32063059,AMPLICON,294,107827274,PRJNA1212683,SAMN46305142,SARS-CoV-2: wastewater surveillance,60024484,LUXEMBOURG INSTITUTE OF SCIENCE AND TECHNOLOGY (LIST),2022-11-23T00:00:00Z,public,"fastq,sra,activ_sars2_vcf,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRX27412077,Luxembourg,Europe,Luxembourg: Schifflange,Illumina MiniSeq,wastewater,SCH138,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-01-21T00:00:00Z,2025-01-21T12:07:00Z,1,SCH138,SRP558729,NA,24,raw wastewater,composite,no,SARS-CoV-2
SRR32063060,AMPLICON,293,128053494,PRJNA1212683,SAMN46305143,SARS-CoV-2: wastewater surveillance,72650363,LUXEMBOURG INSTITUTE OF SCIENCE AND TECHNOLOGY (LIST),2022-11-23T00:00:00Z,public,"run.zq,fastq,activ_sars2_vcf,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX27412076,Luxembourg,Europe,Luxembourg: Petange,Illumina MiniSeq,wastewater,PET138,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-01-21T00:00:00Z,2025-01-21T12:06:00Z,1,PET138,SRP558729,NA,24,raw wastewater,composite,no,SARS-CoV-2
SRR32063061,AMPLICON,289,92591504,PRJNA1212683,SAMN46304935,SARS-CoV-2: wastewater surveillance,52130366,LUXEMBOURG INSTITUTE OF SCIENCE AND TECHNOLOGY (LIST),2021-03-11T00:00:00Z,public,"sra,run.zq,activ_sars2_vcf,fastq","s3,gs,ncbi","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27412075,Luxembourg,Europe,Luxembourg: Schifflange,Illumina MiniSeq,wastewater,SCH50-2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-01-21T00:00:00Z,2025-01-21T12:07:00Z,1,SCH50-2,SRP558729,NA,24,raw wastewater,composite,no,SARS-CoV-2
SRR32063062,AMPLICON,285,85108110,PRJNA1212683,SAMN46304936,SARS-CoV-2: wastewater surveillance,47514829,LUXEMBOURG INSTITUTE OF SCIENCE AND TECHNOLOGY (LIST),2021-03-15T00:00:00Z,public,"run.zq,activ_sars2_vcf,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX27412074,Luxembourg,Europe,Luxembourg: Beggen,Illumina MiniSeq,wastewater,BEG51-1,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-01-21T00:00:00Z,2025-01-21T12:07:00Z,1,BEG51-1,SRP558729,NA,24,raw wastewater,composite,no,SARS-CoV-2
SRR32063063,AMPLICON,285,84199122,PRJNA1212683,SAMN46304937,SARS-CoV-2: wastewater surveillance,44766340,LUXEMBOURG INSTITUTE OF SCIENCE AND TECHNOLOGY (LIST),2021-03-18T00:00:00Z,public,"run.zq,sra,fastq,activ_sars2_vcf","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public,gs.US",SRX27412073,Luxembourg,Europe,Luxembourg: Schifflange,Illumina MiniSeq,wastewater,SCH51-2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-01-21T00:00:00Z,2025-01-21T12:07:00Z,1,SCH51-2,SRP558729,NA,24,raw wastewater,composite,no,SARS-CoV-2
SRR32063064,AMPLICON,292,112879163,PRJNA1212683,SAMN46305144,SARS-CoV-2: wastewater surveillance,65747809,LUXEMBOURG INSTITUTE OF SCIENCE AND TECHNOLOGY (LIST),2022-11-23T00:00:00Z,public,"fastq,activ_sars2_vcf,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX27412072,Luxembourg,Europe,Luxembourg: Beggen,Illumina MiniSeq,wastewater,BEG138,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-01-21T00:00:00Z,2025-01-21T12:07:00Z,1,BEG138,SRP558729,NA,24,raw wastewater,composite,no,SARS-CoV-2
